strain,country,region,year,classification,strain,ST,K_locus,O_locus,O_type
GCF_900515835.1,Italy,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_IT308,ST512,KL107,O2v2,O2
GCF_900515905.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT316,ST512,KL107,O2v2,O2
GCF_900515925.1,Italy,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_IT322,ST512,KL107,O2v2,O2
GCF_900515935.1,Italy,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_IT324,ST512,KL107,O2v2,O2
GCF_900515945.1,Italy,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_IT326,ST512,KL107,O2v2,O2
GCF_900515955.1,Italy,Europe_southern,2014,human_respiratory,EuSCAPE_IT328,ST512,KL107,O2v2,O2
GCF_900515995.1,Italy,Europe_southern,2014,human_nasal_throat_mouth,EuSCAPE_IT331,ST433,KL102,O2v2,O2
GCF_900516055.1,Italy,Europe_southern,2013,human_catheter_tube_tip,EuSCAPE_IT333,ST512,KL107,O2v2,O2
GCF_900516045.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT334,ST512,KL107,O2v2,O2
GCF_900516035.1,Italy,Europe_southern,2014,human_respiratory,EuSCAPE_IT336,ST512,KL107,O2v2,O2
GCF_900516005.1,Italy,Europe_southern,2013,human_abscess_pus_fluid,EuSCAPE_IT337,ST512,KL107,O2v2,O2
GCF_900516025.1,Italy,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_IT341,ST512,KL107,O2v2,O2
GCF_900516085.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT343,ST512,KL107,O2v2,O2
GCF_900516125.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT346,ST1628,KL7,O2v2,O2
GCF_900516135.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT347,ST258,KL107,O2v2,O2
GCF_900516095.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT349,ST512,KL107,O2v2,O2
GCF_900516195.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT359,ST512,KL107,O2v2,O2
GCF_900516235.1,Italy,Europe_southern,2014,human_respiratory,EuSCAPE_IT366,ST512,KL107,O2v2,O2
GCF_900516205.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT368,ST512,KL107,O2v2,O2
GCF_900515405.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT370,ST512,KL107,O2v2,O2
GCF_900515465.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT377,ST307,KL102,O2v2,O2
GCF_900515515.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT382,ST512,KL107,O2v2,O2
GCF_900515535.1,Italy,Europe_southern,2013,human_respiratory,EuSCAPE_IT384,ST512,KL107,O2v2,O2
GCF_900515545.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT386,ST512,KL107,O2v2,O2
GCF_900515585.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT388,ST512,KL107,O2v2,O2
GCF_900515555.1,Italy,Europe_southern,2013,human_wound_trauma,EuSCAPE_IT394,ST512,KL107,O2v2,O2
GCF_900515605.1,Italy,Europe_southern,2014,human_respiratory,EuSCAPE_IT395,ST307,KL102,O2v2,O2
GCF_900515615.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT396,ST307,KL102,O2v2,O2
GCF_900513845.1,Montenegro,Europe_southern,2014,human_catheter_tube_tip,EuSCAPE_ME003,ST307,KL102,O2v2,O2
GCF_900511845.1,Malta,Europe_southern,2013,human_urogenital_urine,EuSCAPE_MT003,ST307,KL102,O2v2,O2
GCF_900511945.1,Malta,Europe_southern,2013,human_urogenital_urine,EuSCAPE_MT006,ST307,KL102,O2v2,O2
GCF_900511935.1,Malta,Europe_southern,2013,human_urogenital_urine,EuSCAPE_MT010,ST36,KL27,O2v2,O2
GCF_900511975.1,Malta,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_MT015,ST307,KL102,O2v2,O2
GCF_900512055.1,Malta,Europe_southern,2013,human_urogenital_urine,EuSCAPE_MT020,ST307,KL102,O2v2,O2
GCF_900511885.1,Norway,Europe_northern,2014,human_urogenital_urine,EuSCAPE_NO017,ST307,KL102,O2v2,O2
GCF_900510055.1,Poland,Europe_eastern,2014,human_respiratory,EuSCAPE_PL002,ST11,KL105,O2v2,O2
GCF_900501825.1,Portugal,Europe_southern,2014,human_urogenital_urine,EuSCAPE_PT046,ST377,KL102,O2v2,O2
GCF_900502115.1,Portugal,Europe_southern,2014,human_urogenital_urine,EuSCAPE_PT085,ST2599,KL27,O2v2,O2
GCF_900503945.1,Romania,Europe_eastern,2014,human_blood_bone_sterile,EuSCAPE_RO008,ST1015,KL17,O2v2,O2
GCF_900504645.1,Romania,Europe_eastern,2013,human_wound_trauma,EuSCAPE_RO034,ST3667,KL122,O2v2,O2
GCF_900503965.1,Romania,Europe_eastern,2013,human_urogenital_urine,EuSCAPE_RO043,ST3668,KL8,O2v2,O2
GCF_900504075.1,Romania,Europe_eastern,2014,human_urogenital_urine,EuSCAPE_RO055,ST307,KL102,O2v2,O2
GCF_900504155.1,Romania,Europe_eastern,2013,human_urogenital_urine,EuSCAPE_RO066,ST307,KL102,O2v2,O2
GCF_900504405.1,Romania,Europe_eastern,2014,human_abscess_pus_fluid,EuSCAPE_RO091,ST433,KL102,O2v2,O2
GCF_900504435.1,Romania,Europe_eastern,2014,human_wound_trauma,EuSCAPE_RO094,ST22,KL9,O2v2,O2
GCF_900504915.1,Romania,Europe_eastern,2013,human_wound_trauma,EuSCAPE_RO102,ST218,KL57,O2v2,O2
GCF_900505855.1,Romania,Europe_eastern,2013,human_urogenital_urine,EuSCAPE_RO108,ST147,KL112,O2v2,O2
GCF_900503055.1,Slovenia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_SI020,ST307,KL102,O2v2,O2
GCF_900507685.1,Turkey,Asia_western,2014,human_urogenital_urine,EuSCAPE_TR014,ST105,KL102,O2v2,O2
GCF_900507705.1,Turkey,Asia_western,2014,human_urogenital_urine,EuSCAPE_TR015,ST1015,KL17,O2v2,O2
GCF_900507775.1,Turkey,Asia_western,2013,human_urogenital_urine,EuSCAPE_TR029,ST377,KL102,O2v2,O2
GCF_900507805.1,Turkey,Asia_western,2013,human_respiratory,EuSCAPE_TR040,ST20,KL28,O2v2,O2
GCF_900508085.1,Turkey,Asia_western,2014,human_urogenital_urine,EuSCAPE_TR081,ST36,KL102,O2v2,O2
GCF_900507285.1,Turkey,Asia_western,2013,human_blood_bone_sterile,EuSCAPE_TR100,ST16,KL105,O2v2,O2
GCF_900507275.1,Turkey,Asia_western,2014,human_wound_trauma,EuSCAPE_TR106,ST16,KL105,O2v2,O2
GCF_900507355.1,Turkey,Asia_western,2013,human_blood_bone_sterile,EuSCAPE_TR117,ST16,KL105,O2v2,O2
GCF_900507445.1,Turkey,Asia_western,2013,human_urogenital_urine,EuSCAPE_TR149,ST200,KL122,O2v2,O2
GCF_900507485.1,Turkey,Asia_western,2013,human_respiratory,EuSCAPE_TR156,ST17,KL122,O2v2,O2
GCF_900507505.1,Turkey,Asia_western,2014,human_urogenital_urine,EuSCAPE_TR158,ST17,KL122,O2v2,O2
GCF_900508815.1,Turkey,Asia_western,2014,human_respiratory,EuSCAPE_TR211,ST36,KL102,O2v2,O2
GCF_900508825.1,Turkey,Asia_western,2014,human_wound_trauma,EuSCAPE_TR217,ST105,KL102,O2v2,O2
GCF_900508955.1,Turkey,Asia_western,2013,human_urogenital_urine,EuSCAPE_TR239,ST36,KL27,O2v2,O2
GCF_900509035.1,Turkey,Asia_western,2013,human_urogenital_urine,EuSCAPE_TR243,ST36,KL27,O2v2,O2
GCF_900508985.1,Turkey,Asia_western,2013,human_urogenital_urine,EuSCAPE_TR254,ST1207,KL136,O2v2,O2
GCF_900509095.1,Turkey,Asia_western,2013,human_urogenital_urine,EuSCAPE_TR267,ST307,KL102,O2v2,O2
GCF_900509155.1,Turkey,Asia_western,2013,human_blood_bone_sterile,EuSCAPE_TR274,ST307,KL102,O2v2,O2
GCF_900504715.1,UK,Europe_northern,2013,human_respiratory,EuSCAPE_UK011,ST661,KL140,O2v2,O2
GCF_900504795.1,UK,Europe_northern,2013,human_urogenital_urine,EuSCAPE_UK014,ST258,KL107,O2v2,O2
GCF_900504865.1,UK,Europe_northern,2014,human_urogenital_urine,EuSCAPE_UK032,ST661,KL140,O2v2,O2
GCF_900503815.1,UK,Europe_northern,2014,human_urogenital_urine,EuSCAPE_UK048,ST258,KL107,O2v2,O2
GCF_900503885.1,UK,Europe_northern,2014,human_urogenital_urine,EuSCAPE_UK057,ST258,KL107,O2v2,O2
GCF_900503195.1,UK,Europe_northern,2013,human_blood_bone_sterile,EuSCAPE_UK115,ST17,KL122,O2v2,O2
GCF_900501195.1,Spain,Europe_southern,2014,human_urogenital_urine,EuSCAPE_ES158,ST11,KL10,O3/O3a,O3/O3a
GCF_900506725.1,Belgium,Europe_western,2014,human_blood_bone_sterile,EuSCAPE_BE048,ST3639,KL22,O3/O3a,O3/O3a
GCF_900516485.1,Spain,Europe_southern,2013,human_wound_trauma,EuSCAPE_ES069,ST661,KL39,O3/O3a,O3/O3a
GCF_900510475.1,France,Europe_western,2014,human,EuSCAPE_FR020,ST37,KL125,O3/O3a,O3/O3a
GCF_900507895.1,Turkey,Asia_western,2013,human_wound_trauma,EuSCAPE_TR048,ST2442,KL125,O3/O3a,O3/O3a
GCF_900517495.1,Spain,Europe_southern,2013,human_urogenital_urine,EuSCAPE_ES275,ST792,KL25,O3/O3a,O3/O3a
GCF_900512475.1,Germany,Europe_western,2014,human_blood_bone_sterile,EuSCAPE_DE046,ST3641,KL39,O3/O3a,O3/O3a
GCF_900510035.1,Estonia,Europe_northern,2013,human_urogenital_urine,EuSCAPE_EE022,ST113,KL114,O3/O3a,O3/O3a
GCF_900500865.1,Greece,Europe_southern,2013,human_wound_trauma,EuSCAPE_GR064,ST610,KL55,O3/O3a,O3/O3a
GCF_900501345.1,Greece,Europe_southern,2014,human_urogenital_urine,EuSCAPE_GR080,ST76,KL10,O3/O3a,O3/O3a
GCF_900505995.1,Croatia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_HR052,ST629,KL134,O3/O3a,O3/O3a
GCF_900515445.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT373,ST3662,KL55,O3/O3a,O3/O3a
GCF_900510115.1,Poland,Europe_eastern,2014,human_wound_trauma,EuSCAPE_PL017,ST2447,KL35,O3/O3a,O3/O3a
GCF_900510245.1,Poland,Europe_eastern,2014,human_respiratory,EuSCAPE_PL035,ST113,KL35,O3/O3a,O3/O3a
GCF_900507795.1,Turkey,Asia_western,2013,human_urogenital_urine,EuSCAPE_TR026,ST147,KL10,O3/O3a,O3/O3a
GCF_900507745.1,Turkey,Asia_western,2013,human_urogenital_urine,EuSCAPE_TR027,ST147,KL10,O3/O3a,O3/O3a
GCF_900507865.1,Turkey,Asia_western,2013,human_respiratory,EuSCAPE_TR046,ST147,KL10,O3/O3a,O3/O3a
GCF_900507875.1,Turkey,Asia_western,2013,human_respiratory,EuSCAPE_TR049,ST147,KL10,O3/O3a,O3/O3a
GCF_900507955.1,Turkey,Asia_western,2013,human_blood_bone_sterile,EuSCAPE_TR058,ST147,KL10,O3/O3a,O3/O3a
GCF_900509935.1,Austria,Europe_western,2014,human_respiratory,EuSCAPE_AT024,ST37,KL14,O3b,O3b
GCF_900510005.1,Estonia,Europe_northern,2013,human_blood_bone_sterile,EuSCAPE_EE012,ST104,KL31,O3b,O3b
GCF_900517315.1,Spain,Europe_southern,2014,human_urogenital_urine,EuSCAPE_ES214,ST942,KL21,O3b,O3b
GCF_900517275.1,Spain,Europe_southern,2014,human_wound_trauma,EuSCAPE_ES217,ST353,KL110,O3b,O3b
GCF_900517325.1,Spain,Europe_southern,2014,human_respiratory,EuSCAPE_ES220,ST483,KL110,O3b,O3b
GCF_900517305.1,Spain,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_ES221,ST483,KL110,O3b,O3b
GCF_900517575.1,Spain,Europe_southern,2014,human_wound_trauma,EuSCAPE_ES253,ST104,KL31,O3b,O3b
GCF_900517755.1,Spain,Europe_southern,2014,human_urogenital_urine,EuSCAPE_ES263,ST104,KL31,O3b,O3b
GCF_900510585.1,France,Europe_western,2014,human,EuSCAPE_FR051,ST37,KL14,O3b,O3b
GCF_900512225.1,Israel,Asia_western,2014,human_urogenital_urine,EuSCAPE_IL017,ST3654,KL13,O3b,O3b
GCF_900513415.1,Israel,Asia_western,2013,human_respiratory,EuSCAPE_IL025,ST496-1LV,KL46,O3b,O3b
GCF_900513125.1,Italy,Europe_southern,2013,human_abdominal,EuSCAPE_IT057,ST1418,KL13,O3b,O3b
GCF_900513825.1,Montenegro,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_ME004,ST274,KL14,O3b,O3b
GCF_900513855.1,Montenegro,Europe_southern,2014,human_catheter_tube_tip,EuSCAPE_ME005,ST274,KL14,O3b,O3b
GCF_900513925.1,Montenegro,Europe_southern,2014,human_catheter_tube_tip,EuSCAPE_ME011,ST274,KL14,O3b,O3b
GCF_900513945.1,Montenegro,Europe_southern,2014,human_catheter_tube_tip,EuSCAPE_ME016,ST274,KL14,O3b,O3b
GCF_900513965.1,Montenegro,Europe_southern,2014,human_catheter_tube_tip,EuSCAPE_ME017,ST274,KL14,O3b,O3b
GCF_900514025.1,Montenegro,Europe_southern,2014,human_urogenital_urine,EuSCAPE_ME018,ST274,KL14,O3b,O3b
GCF_900511995.1,Malta,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_MT014,ST200,KL61,O3b,O3b
GCF_900501935.1,Portugal,Europe_southern,2014,human_urogenital_urine,EuSCAPE_PT062,ST104,KL31,O3b,O3b
GCF_900502005.1,Portugal,Europe_southern,2014,human_respiratory,EuSCAPE_PT070,ST2428,KL46,O3b,O3b
GCF_900503465.1,Serbia,Europe_southern,2013,human_urogenital_urine,EuSCAPE_RS046,ST274,KL14,O3b,O3b
GCF_900503525.1,Serbia,Europe_southern,2013,human_respiratory,EuSCAPE_RS061,ST353,KL110,O3b,O3b
GCF_900505615.1,Serbia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_RS105,ST274,KL14,O3b,O3b
GCF_900508685.1,Turkey,Asia_western,2014,human_urogenital_urine,EuSCAPE_TR199,ST37,KL7,O3b,O3b
GCF_900503675.1,UK,Europe_northern,2014,human_urogenital_urine,EuSCAPE_UK100,ST37,KL14,O3b,O3b
GCF_900507465.1,Turkey,Asia_western,2013,human_blood_bone_sterile,EuSCAPE_TR141,ST11,KL125,O3b,O3b
GCF_900502035.1,Portugal,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_PT074,ST277,KL46,O3b,O3b
GCF_900516675.1,Spain,Europe_southern,2014,human_abscess_pus_fluid,EuSCAPE_ES100,ST11,KL13,O3b,O3b
GCF_900511575.1,France,Europe_western,2013,human_urogenital_urine,EuSCAPE_FR012,ST16,KL51,O3b,O3b
GCF_900516465.1,Spain,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_ES073,ST11,KL13,O3b,O3b
GCF_900516545.1,Spain,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_ES085,ST11,KL13,O3b,O3b
GCF_900502615.1,Denmark,Europe_northern,2014,human_urogenital_urine,EuSCAPE_DK017,ST1890,KL22,O3b,O3b
GCF_900511765.1,France,Europe_western,2014,human_blood_bone_sterile,EuSCAPE_FR062,ST11,KL125,O3b,O3b
GCF_900511025.1,France,Europe_western,2014,human_urogenital_urine,EuSCAPE_FR071,ST11,KL125,O3b,O3b
GCF_900514075.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT011,ST37,KL38,O3b,O3b
GCF_900516165.1,Italy,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_IT273,ST2217,KL13,O3b,O3b
GCF_900513885.1,Montenegro,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_ME008,ST274,KL14,O3b,O3b
GCF_900511525.1,Poland,Europe_eastern,2013,human_blood_bone_sterile,EuSCAPE_PL049,ST16,KL51,O3b,O3b
GCF_900505865.1,Croatia,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_HR030,ST1574,KL114,O3b,O3b
GCF_900507425.1,Turkey,Asia_western,2013,human_abscess_pus_fluid,EuSCAPE_TR148,ST11,KL125,O3b,O3b
GCF_900509905.1,Austria,Europe_western,2014,human_blood_bone_sterile,EuSCAPE_AT021,ST323,KL21,O3b,O3b
GCF_900511315.1,Czech Republic,Europe_eastern,2013,human_urogenital_urine,EuSCAPE_CZ002,ST323,KL21,O3b,O3b
GCF_900510915.1,Czech Republic,Europe_eastern,2013,human_urogenital_urine,EuSCAPE_CZ003,ST323,KL21,O3b,O3b
GCF_900511065.1,Czech Republic,Europe_eastern,2013,human_urogenital_urine,EuSCAPE_CZ024,ST323,KL21,O3b,O3b
GCF_900500955.1,Spain,Europe_southern,2014,human_abscess_pus_fluid,EuSCAPE_ES192,ST323,KL21,O3b,O3b
GCF_900501595.1,Greece,Europe_southern,2014,human_urogenital_urine,EuSCAPE_GR159,ST323,KL21,O3b,O3b
GCF_900506465.1,Ireland,Europe_northern,2013,human_urogenital_urine,EuSCAPE_IE008,ST323,KL21,O3b,O3b
GCF_900514055.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT004,ST20,KL111,O3b,O3b
GCF_900515495.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT380,ST323,KL21,O3b,O3b
GCF_900502045.1,Portugal,Europe_southern,2014,human_respiratory,EuSCAPE_PT072,ST323,KL21,O3b,O3b
GCF_900511165.1,Austria,Europe_western,2014,human_respiratory,EuSCAPE_AT009,ST2428,KL46,O3b,O3b
GCF_900510465.1,Austria,Europe_western,2014,human_wound_trauma,EuSCAPE_AT010,ST1243,KL14,O3b,O3b
GCF_900506675.1,Belgium,Europe_western,2014,human_blood_bone_sterile,EuSCAPE_BE021,ST221,KL39,O3b,O3b
GCF_900517065.1,Bulgaria,Europe_eastern,2014,human_blood_bone_sterile,EuSCAPE_BU024,ST16,KL51,O3b,O3b
GCF_900512385.1,Germany,Europe_western,2013,human_respiratory,EuSCAPE_DE004,ST628,KL123,O3b,O3b
GCF_900512405.1,Germany,Europe_western,2014,human_respiratory,EuSCAPE_DE035,ST1804,KL38,O3b,O3b
GCF_900512575.1,Germany,Europe_western,2014,human_respiratory,EuSCAPE_DE053,ST3642,KL46,O3b,O3b
GCF_900512585.1,Germany,Europe_western,2013,human_wound_trauma,EuSCAPE_DE067,ST11,KL111,O3b,O3b
GCF_900512595.1,Germany,Europe_western,2012,human_urogenital_urine,EuSCAPE_DE069,ST11,KL111,O3b,O3b
GCF_900512675.1,Germany,Europe_western,2014,human_respiratory,EuSCAPE_DE079,ST37,KL38,O3b,O3b
GCF_900512685.1,Germany,Europe_western,2014,human_respiratory,EuSCAPE_DE080,ST1486,KL38,O3b,O3b
GCF_900512755.1,Germany,Europe_western,2014,human_urogenital_urine,EuSCAPE_DE084,ST37,KL14,O3b,O3b
GCF_900502545.1,Denmark,Europe_northern,2013,human_respiratory,EuSCAPE_DK002,ST3644,KL111,O3b,O3b
GCF_900516575.1,Spain,Europe_southern,2013,human_wound_trauma,EuSCAPE_ES086,ST2176,KL151,O3b,O3b
GCF_900501055.1,Spain,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_ES135,ST605,KL58,O3b,O3b
GCF_900501075.1,Spain,Europe_southern,2014,human_urogenital_urine,EuSCAPE_ES146,ST45,KL5,O3b,O3b
GCF_900517415.1,Spain,Europe_southern,2014,human_urogenital_urine,EuSCAPE_ES224,ST323,KL21,O3b,O3b
GCF_900517435.1,Spain,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_ES241,ST33,KL13,O3b,O3b
GCF_900517525.1,Spain,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_ES246,ST16,KL51,O3b,O3b
GCF_900517515.1,Spain,Europe_southern,2014,human_wound_trauma,EuSCAPE_ES249,ST16,KL51,O3b,O3b
GCF_900517555.1,Spain,Europe_southern,2014,human_respiratory,EuSCAPE_ES251,ST104,KL31,O3b,O3b
GCF_900517585.1,Spain,Europe_southern,2014,human_respiratory,EuSCAPE_ES254,ST104,KL31,O3b,O3b
GCF_900500755.1,Spain,Europe_southern,2014,human_respiratory,EuSCAPE_ES265,ST104,KL31,O3b,O3b
GCF_900501905.1,Greece,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_GR101,ST1486,KL38,O3b,O3b
GCF_900502225.1,Greece,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_GR111,ST1228,KL38,O3b,O3b
GCF_900501465.1,Greece,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_GR120,ST1630,KL21,O3b,O3b
GCF_900502375.1,Greece,Europe_southern,2014,human_urogenital_urine,EuSCAPE_GR142,ST774,KL105,O3b,O3b
GCF_900505835.1,Croatia,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_HR027,ST163,KL8,O3b,O3b
GCF_900506195.1,Croatia,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_HR077,ST49,KL39,O3b,O3b
GCF_900517105.1,Hungary,Europe_eastern,2014,human_wound_trauma,EuSCAPE_HU065,ST200,KL22,O3b,O3b
GCF_900512095.1,Israel,Asia_western,2014,human_blood_bone_sterile,EuSCAPE_IL005,ST2703,KL16,O3b,O3b
GCF_900512135.1,Israel,Asia_western,2014,human_blood_bone_sterile,EuSCAPE_IL007,ST3653,KL14,O3b,O3b
GCF_900512205.1,Israel,Asia_western,2013,human_urogenital_urine,EuSCAPE_IL015,ST168,KL39,O3b,O3b
GCF_900512295.1,Israel,Asia_western,2014,human_blood_bone_sterile,EuSCAPE_IL022,ST3653,KL14,O3b,O3b
GCF_900513475.1,Israel,Asia_western,2013,human_urogenital_urine,EuSCAPE_IL046,ST292,KL38,O3b,O3b
GCF_900514105.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT010,ST3155,KL139,O3b,O3b
GCF_900514155.1,Italy,Europe_southern,2013,human_wound_trauma,EuSCAPE_IT018,ST628,KL9,O3b,O3b
GCF_900514175.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT019,ST17,KL111,O3b,O3b
GCF_900513025.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT041,ST221,KL39,O3b,O3b
GCF_900513155.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT043,ST104,KL31,O3b,O3b
GCF_900514395.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT103,ST37,KL38,O3b,O3b
GCF_900514905.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT129,ST1017,KL58,O3b,O3b
GCF_900514945.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT131,ST1017,KL58,O3b,O3b
GCF_900514295.1,Italy,Europe_southern,2014,human_respiratory,EuSCAPE_IT200,ST628,KL123,O3b,O3b
GCF_900514415.1,Italy,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_IT217,ST3659,KL111,O3b,O3b
GCF_900514425.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT219,ST432,KL46,O3b,O3b
GCF_900514505.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT233,ST45,KL5,O3b,O3b
GCF_900515705.1,Italy,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_IT282,ST2217,KL13,O3b,O3b
GCF_900515815.1,Italy,Europe_southern,2013,human_blood_bone_sterile,EuSCAPE_IT307,ST37,KL38,O3b,O3b
GCF_900516075.1,Italy,Europe_southern,2014,human_blood_bone_sterile,EuSCAPE_IT342,ST1471,KL110,O3b,O3b
GCF_900515485.1,Italy,Europe_southern,2013,human_urogenital_urine,EuSCAPE_IT379,ST34,KL128,O3b,O3b
GCF_900515525.1,Italy,Europe_southern,2014,human_urogenital_urine,EuSCAPE_IT385,ST3663,KL2,O3b,O3b
GCF_900508465.1,Lithuania,Europe_northern,2014,human_respiratory,EuSCAPE_LT008,ST1243,KL14,O3b,O3b
GCF_900503585.1,Luxembourg,Europe_western,2014,human,EuSCAPE_LU007,ST584,KL38,O3b,O3b
GCF_900503665.1,Luxembourg,Europe_western,2014,human,EuSCAPE_LU010,ST427,KL31,O3b,O3b
GCF_900503715.1,Luxembourg,Europe_western,2014,human,EuSCAPE_LU013,ST427,KL31,O3b,O3b
GCF_900503755.1,Luxembourg,Europe_western,2014,human,EuSCAPE_LU020,ST427,KL31,O3b,O3b
GCF_900513935.1,Montenegro,Europe_southern,2014,human_catheter_tube_tip,EuSCAPE_ME010,ST274,KL14,O3b,O3b
GCF_900513975.1,Montenegro,Europe_southern,2014,human_respiratory,EuSCAPE_ME013,ST274,KL14,O3b,O3b
GCF_900514015.1,Montenegro,Europe_southern,2013,human_wound_trauma,EuSCAPE_ME019,ST920,KL9,O3b,O3b
GCF_900514035.1,Montenegro,Europe_southern,2013,human_urogenital_urine,EuSCAPE_ME020,ST274,KL14,O3b,O3b
GCF_900511825.1,Malta,Europe_southern,2013,human_wound_trauma,EuSCAPE_MT001,ST37,KL38,O3b,O3b
GCF_900512045.1,Malta,Europe_southern,2013,human_urogenital_urine,EuSCAPE_MT019,ST292,KL38,O3b,O3b
GCF_900501915.1,Portugal,Europe_southern,2014,human_urogenital_urine,EuSCAPE_PT059,ST11,KL13,O3b,O3b
GCF_900502235.1,Portugal,Europe_southern,2014,human,EuSCAPE_PT099,ST11,KL13,O3b,O3b
GCF_900504725.1,Romania,Europe_eastern,2014,human_urogenital_urine,EuSCAPE_RO001,ST16,KL51,O3b,O3b
GCF_900503995.1,Romania,Europe_eastern,2013,human_urogenital_urine,EuSCAPE_RO044,ST16,KL51,O3b,O3b
GCF_900504055.1,Romania,Europe_eastern,2014,human_urogenital_urine,EuSCAPE_RO048,ST16,KL51,O3b,O3b
GCF_900503275.1,Romania,Europe_eastern,2014,human_urogenital_urine,EuSCAPE_RO052,ST16,KL51,O3b,O3b
GCF_900504265.1,Romania,Europe_eastern,2014,human_urogenital_urine,EuSCAPE_RO075,ST189,KL128,O3b,O3b
GCF_900503045.1,Slovenia,Europe_southern,2014,human_urogenital_urine,EuSCAPE_SI015,ST247,KL10,O3b,O3b
GCF_900510815.1,Slovakia,Europe_eastern,2014,human_wound_trauma,EuSCAPE_SK032,ST251,KL13,O3b,O3b
GCF_900510885.1,Slovakia,Europe_eastern,2014,human_wound_trauma,EuSCAPE_SK040,ST323,KL21,O3b,O3b
GCF_900507785.1,Turkey,Asia_western,2013,human_urogenital_urine,EuSCAPE_TR037,ST3676,KL14,O3b,O3b
GCF_900508665.1,Turkey,Asia_western,2014,human_urogenital_urine,EuSCAPE_TR168,ST1228,KL38,O3b,O3b
GCF_900508225.1,Turkey,Asia_western,2013,human_urogenital_urine,EuSCAPE_TR303,ST353,KL110,O3b,O3b
GCF_900508265.1,Turkey,Asia_western,2013,human_urogenital_urine,EuSCAPE_TR305,ST188,KL39,O3b,O3b
GCF_900504675.1,UK,Europe_northern,2013,human_urogenital_urine,EuSCAPE_UK002,ST1593,KL137,O3b,O3b
GCF_900504835.1,UK,Europe_northern,2014,human_urogenital_urine,EuSCAPE_UK040,ST3393,KL35,O3b,O3b
GCF_900503125.1,UK,Europe_northern,2014,human_wound_trauma,EuSCAPE_UK090,ST1593,KL137,O3b,O3b
